Problem,Average Fitness,Standard Deviation,Best Fitness,Worst Fitness,Execution Time
01-easy5 19.0,19.903225806451612,0.9953063626155814,19.0,21.0,0.8230615738899477
02-ulysses16 407.82547,469.10692741935486,33.30248777740959,395.5573599999999,563.2928399999998,1.567613624757336
03-fri26 937.0,1287.4193548387098,72.95415007034892,1162.0,1448.0,1.743518675527265
04-dantzig42 699.0,1545.2903225806451,156.6819654377757,1310.0,1842.0,1.7864481556800105
05-att48 33551.0,67436.03225806452,7404.396847575012,56848.0,86937.0,1.8762115432370094
